sa2_code,indicator_key,component_key,value,unit,reference_period,source_id
210051542,transport_access,sa2_area,1919668.6963246572,m2,Boundary 2021,abs-sa2-2021
210051542,green_space_per_resident,eligible_open_space_area,22581.47162678148,m2,Observation date unverified,vpa-open-space-snapshot
210051542,green_space_per_resident,population_denominator,11293,persons,2025-06-30,abs-erp-2024-25
210051543,population_growth,population_start,12687,persons,2020-06-30,abs-erp-2024-25
210051543,population_growth,population_end,14970,persons,2025-06-30,abs-erp-2024-25
210051543,transport_access,weighted_index_area_sum,25031722.51055692,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
210051543,transport_access,valid_intersection_area,4089633.5879551144,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
210051543,transport_access,sa2_area,4089633.5879550665,m2,Boundary 2021,abs-sa2-2021
210051543,green_space_per_resident,eligible_open_space_area,343894.16802972794,m2,Observation date unverified,vpa-open-space-snapshot
210051543,green_space_per_resident,population_denominator,14970,persons,2025-06-30,abs-erp-2024-25
210051544,population_growth,population_start,10043,persons,2020-06-30,abs-erp-2024-25
210051544,population_growth,population_end,9699,persons,2025-06-30,abs-erp-2024-25
210051544,transport_access,weighted_index_area_sum,28189861.967111796,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
210051544,transport_access,valid_intersection_area,8876257.39423664,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
210051544,transport_access,sa2_area,8876257.394236533,m2,Boundary 2021,abs-sa2-2021
210051544,green_space_per_resident,eligible_open_space_area,881527.4782074712,m2,Observation date unverified,vpa-open-space-snapshot
210051544,green_space_per_resident,population_denominator,9699,persons,2025-06-30,abs-erp-2024-25
210051545,population_growth,population_start,14993,persons,2020-06-30,abs-erp-2024-25
210051545,population_growth,population_end,15440,persons,2025-06-30,abs-erp-2024-25
210051545,transport_access,weighted_index_area_sum,10609752.949645437,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
210051545,transport_access,valid_intersection_area,3414268.7614240204,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
210051545,transport_access,sa2_area,3414268.7614240255,m2,Boundary 2021,abs-sa2-2021
210051545,green_space_per_resident,eligible_open_space_area,355399.38884766743,m2,Observation date unverified,vpa-open-space-snapshot
210051545,green_space_per_resident,population_denominator,15440,persons,2025-06-30,abs-erp-2024-25
211011251,population_growth,population_start,12992,persons,2020-06-30,abs-erp-2024-25
211011251,population_growth,population_end,13388,persons,2025-06-30,abs-erp-2024-25
211011251,transport_access,weighted_index_area_sum,35939626.90344988,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011251,transport_access,valid_intersection_area,8041862.153451595,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011251,transport_access,sa2_area,8041862.153451531,m2,Boundary 2021,abs-sa2-2021
211011251,green_space_per_resident,eligible_open_space_area,378288.50942615507,m2,Observation date unverified,vpa-open-space-snapshot
211011251,green_space_per_resident,population_denominator,13388,persons,2025-06-30,abs-erp-2024-25
211011254,population_growth,population_start,17016,persons,2020-06-30,abs-erp-2024-25
211011254,population_growth,population_end,17232,persons,2025-06-30,abs-erp-2024-25
211011254,transport_access,weighted_index_area_sum,60128690.370779976,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011254,transport_access,valid_intersection_area,15262104.990297155,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011254,transport_access,sa2_area,15262104.990297183,m2,Boundary 2021,abs-sa2-2021
211011254,green_space_per_resident,eligible_open_space_area,1625883.2718442257,m2,Observation date unverified,vpa-open-space-snapshot
211011254,green_space_per_resident,population_denominator,17232,persons,2025-06-30,abs-erp-2024-25
211011255,population_growth,population_start,6802,persons,2020-06-30,abs-erp-2024-25
211011255,population_growth,population_end,6622,persons,2025-06-30,abs-erp-2024-25
211011255,transport_access,weighted_index_area_sum,5805352.426908318,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011255,transport_access,valid_intersection_area,18489246.896974847,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011255,transport_access,sa2_area,18489246.896974597,m2,Boundary 2021,abs-sa2-2021
211011255,green_space_per_resident,eligible_open_space_area,5691551.992255213,m2,Observation date unverified,vpa-open-space-snapshot
211011255,green_space_per_resident,population_denominator,6622,persons,2025-06-30,abs-erp-2024-25
211011256,population_growth,population_start,15826,persons,2020-06-30,abs-erp-2024-25
211011256,population_growth,population_end,15771,persons,2025-06-30,abs-erp-2024-25
211011256,transport_access,weighted_index_area_sum,36372851.10414723,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011256,transport_access,valid_intersection_area,8198601.271614168,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011256,transport_access,sa2_area,8198601.271614133,m2,Boundary 2021,abs-sa2-2021
211011256,green_space_per_resident,eligible_open_space_area,707111.7895001491,m2,Observation date unverified,vpa-open-space-snapshot
211011256,green_space_per_resident,population_denominator,15771,persons,2025-06-30,abs-erp-2024-25
211011257,population_growth,population_start,8122,persons,2020-06-30,abs-erp-2024-25
211011257,population_growth,population_end,7827,persons,2025-06-30,abs-erp-2024-25
211011257,transport_access,weighted_index_area_sum,9493824.453212839,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011257,transport_access,valid_intersection_area,4167579.6305844584,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011257,transport_access,sa2_area,4167579.6305844155,m2,Boundary 2021,abs-sa2-2021
211011257,green_space_per_resident,eligible_open_space_area,558877.0557312279,m2,Observation date unverified,vpa-open-space-snapshot
211011257,green_space_per_resident,population_denominator,7827,persons,2025-06-30,abs-erp-2024-25
211011258,population_growth,population_start,10754,persons,2020-06-30,abs-erp-2024-25
211011258,population_growth,population_end,10578,persons,2025-06-30,abs-erp-2024-25
211011258,transport_access,weighted_index_area_sum,12803747.83941329,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011258,transport_access,valid_intersection_area,9351500.686197652,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011258,transport_access,sa2_area,9351500.686197862,m2,Boundary 2021,abs-sa2-2021
211011258,green_space_per_resident,eligible_open_space_area,1211245.2485082408,m2,Observation date unverified,vpa-open-space-snapshot
211011258,green_space_per_resident,population_denominator,10578,persons,2025-06-30,abs-erp-2024-25
211011259,population_growth,population_start,14866,persons,2020-06-30,abs-erp-2024-25
211011259,population_growth,population_end,14634,persons,2025-06-30,abs-erp-2024-25
211011259,transport_access,weighted_index_area_sum,30288294.878530677,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011259,transport_access,valid_intersection_area,8304688.523317981,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011259,transport_access,sa2_area,8304688.523318087,m2,Boundary 2021,abs-sa2-2021
211011259,green_space_per_resident,eligible_open_space_area,1387280.1937203393,m2,Observation date unverified,vpa-open-space-snapshot
211011259,green_space_per_resident,population_denominator,14634,persons,2025-06-30,abs-erp-2024-25
211011260,population_growth,population_start,18602,persons,2020-06-30,abs-erp-2024-25
211011260,population_growth,population_end,18475,persons,2025-06-30,abs-erp-2024-25
211011260,transport_access,weighted_index_area_sum,59044593.308583945,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011260,transport_access,valid_intersection_area,13353313.851667603,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011260,transport_access,sa2_area,13353313.851667484,m2,Boundary 2021,abs-sa2-2021
211011260,green_space_per_resident,eligible_open_space_area,4078787.7285827957,m2,Observation date unverified,vpa-open-space-snapshot
211011260,green_space_per_resident,population_denominator,18475,persons,2025-06-30,abs-erp-2024-25
211011446,population_growth,population_start,23924,persons,2020-06-30,abs-erp-2024-25
211011446,population_growth,population_end,24763,persons,2025-06-30,abs-erp-2024-25
211011446,transport_access,weighted_index_area_sum,70588396.28192702,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011446,transport_access,valid_intersection_area,11260795.394918567,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011446,transport_access,sa2_area,11260795.394918421,m2,Boundary 2021,abs-sa2-2021
211011446,green_space_per_resident,eligible_open_space_area,894655.3790516965,m2,Observation date unverified,vpa-open-space-snapshot
211011446,green_space_per_resident,population_denominator,24763,persons,2025-06-30,abs-erp-2024-25
211011447,population_growth,population_start,14446,persons,2020-06-30,abs-erp-2024-25
211011447,population_growth,population_end,14538,persons,2025-06-30,abs-erp-2024-25
211011447,transport_access,weighted_index_area_sum,41172343.68947681,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011447,transport_access,valid_intersection_area,6983567.774144008,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011447,transport_access,sa2_area,6983567.774144074,m2,Boundary 2021,abs-sa2-2021
211011447,green_space_per_resident,eligible_open_space_area,513254.4230949565,m2,Observation date unverified,vpa-open-space-snapshot
211011447,green_space_per_resident,population_denominator,14538,persons,2025-06-30,abs-erp-2024-25
211011448,population_growth,population_start,15517,persons,2020-06-30,abs-erp-2024-25
211011448,population_growth,population_end,15630,persons,2025-06-30,abs-erp-2024-25
211011448,transport_access,weighted_index_area_sum,51135599.19962984,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011448,transport_access,valid_intersection_area,9148040.80622606,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011448,transport_access,sa2_area,9148040.80622617,m2,Boundary 2021,abs-sa2-2021
211011448,green_space_per_resident,eligible_open_space_area,973318.071875934,m2,Observation date unverified,vpa-open-space-snapshot
211011448,green_space_per_resident,population_denominator,15630,persons,2025-06-30,abs-erp-2024-25
211011449,population_growth,population_start,4415,persons,2020-06-30,abs-erp-2024-25
211011449,population_growth,population_end,4336,persons,2025-06-30,abs-erp-2024-25
211011449,transport_access,weighted_index_area_sum,8650325.839832935,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011449,transport_access,valid_intersection_area,5714603.488165985,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211011449,transport_access,sa2_area,5714603.488166237,m2,Boundary 2021,abs-sa2-2021
211011449,green_space_per_resident,eligible_open_space_area,175012.79233370133,m2,Observation date unverified,vpa-open-space-snapshot
211011449,green_space_per_resident,population_denominator,4336,persons,2025-06-30,abs-erp-2024-25
211021261,population_growth,population_start,16668,persons,2020-06-30,abs-erp-2024-25
211021261,population_growth,population_end,16894,persons,2025-06-30,abs-erp-2024-25
211021261,transport_access,weighted_index_area_sum,54713622.43065122,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211021261,transport_access,valid_intersection_area,20798856.76057589,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211021261,transport_access,sa2_area,20798856.760576025,m2,Boundary 2021,abs-sa2-2021
211021261,green_space_per_resident,eligible_open_space_area,1881301.511403142,m2,Observation date unverified,vpa-open-space-snapshot
211021261,green_space_per_resident,population_denominator,16894,persons,2025-06-30,abs-erp-2024-25
211021262,population_growth,population_start,10404,persons,2020-06-30,abs-erp-2024-25
211021262,population_growth,population_end,10229,persons,2025-06-30,abs-erp-2024-25
211021262,transport_access,weighted_index_area_sum,46874819.15098819,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211021262,transport_access,valid_intersection_area,45749743.069978155,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211021262,transport_access,sa2_area,45749743.06997809,m2,Boundary 2021,abs-sa2-2021
211021262,green_space_per_resident,eligible_open_space_area,2786174.4981893175,m2,Observation date unverified,vpa-open-space-snapshot
211021262,green_space_per_resident,population_denominator,10229,persons,2025-06-30,abs-erp-2024-25
211031263,population_growth,population_start,12332,persons,2020-06-30,abs-erp-2024-25
211031263,population_growth,population_end,12097,persons,2025-06-30,abs-erp-2024-25
211031263,transport_access,weighted_index_area_sum,29503728.978661116,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031263,transport_access,valid_intersection_area,9906917.335194686,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031263,transport_access,sa2_area,9906917.335194785,m2,Boundary 2021,abs-sa2-2021
211031263,green_space_per_resident,eligible_open_space_area,643933.874832033,m2,Observation date unverified,vpa-open-space-snapshot
211031263,green_space_per_resident,population_denominator,12097,persons,2025-06-30,abs-erp-2024-25
211031265,population_growth,population_start,18640,persons,2020-06-30,abs-erp-2024-25
211031265,population_growth,population_end,18457,persons,2025-06-30,abs-erp-2024-25
211031265,transport_access,weighted_index_area_sum,33166520.087030258,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031265,transport_access,valid_intersection_area,9489999.536032157,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031265,transport_access,sa2_area,9489999.53603233,m2,Boundary 2021,abs-sa2-2021
211031265,green_space_per_resident,eligible_open_space_area,856880.3326187473,m2,Observation date unverified,vpa-open-space-snapshot
211031265,green_space_per_resident,population_denominator,18457,persons,2025-06-30,abs-erp-2024-25
211031266,population_growth,population_start,19158,persons,2020-06-30,abs-erp-2024-25
211031266,population_growth,population_end,19779,persons,2025-06-30,abs-erp-2024-25
211031266,transport_access,weighted_index_area_sum,90452216.40160404,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031266,transport_access,valid_intersection_area,9908942.420793416,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031266,transport_access,sa2_area,9908942.420793246,m2,Boundary 2021,abs-sa2-2021
211031266,green_space_per_resident,eligible_open_space_area,1266104.2700890237,m2,Observation date unverified,vpa-open-space-snapshot
211031266,green_space_per_resident,population_denominator,19779,persons,2025-06-30,abs-erp-2024-25
211031267,population_growth,population_start,21785,persons,2020-06-30,abs-erp-2024-25
211031267,population_growth,population_end,22164,persons,2025-06-30,abs-erp-2024-25
211031267,transport_access,weighted_index_area_sum,48360761.002858825,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031267,transport_access,valid_intersection_area,9390989.574092157,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031267,transport_access,sa2_area,9390989.574092183,m2,Boundary 2021,abs-sa2-2021
211031267,green_space_per_resident,eligible_open_space_area,759032.5387749808,m2,Observation date unverified,vpa-open-space-snapshot
211031267,green_space_per_resident,population_denominator,22164,persons,2025-06-30,abs-erp-2024-25
211031268,population_growth,population_start,9931,persons,2020-06-30,abs-erp-2024-25
211031268,population_growth,population_end,9839,persons,2025-06-30,abs-erp-2024-25
211031268,transport_access,weighted_index_area_sum,32195059.845980667,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031268,transport_access,valid_intersection_area,4729944.801691387,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031268,transport_access,sa2_area,4729944.801691337,m2,Boundary 2021,abs-sa2-2021
211031268,green_space_per_resident,eligible_open_space_area,584830.5323240308,m2,Observation date unverified,vpa-open-space-snapshot
211031268,green_space_per_resident,population_denominator,9839,persons,2025-06-30,abs-erp-2024-25
211031450,population_growth,population_start,16403,persons,2020-06-30,abs-erp-2024-25
211031450,population_growth,population_end,17345,persons,2025-06-30,abs-erp-2024-25
211031450,transport_access,weighted_index_area_sum,44441603.870755635,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031450,transport_access,valid_intersection_area,8096487.344050727,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031450,transport_access,sa2_area,8096487.344050592,m2,Boundary 2021,abs-sa2-2021
211031450,green_space_per_resident,eligible_open_space_area,1377018.1023429781,m2,Observation date unverified,vpa-open-space-snapshot
211031450,green_space_per_resident,population_denominator,17345,persons,2025-06-30,abs-erp-2024-25
211031451,population_growth,population_start,14561,persons,2020-06-30,abs-erp-2024-25
211031451,population_growth,population_end,14940,persons,2025-06-30,abs-erp-2024-25
211031451,transport_access,weighted_index_area_sum,43294380.09449589,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031451,transport_access,valid_intersection_area,6796536.499701677,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031451,transport_access,sa2_area,6796536.499701735,m2,Boundary 2021,abs-sa2-2021
211031451,green_space_per_resident,eligible_open_space_area,504180.04168078164,m2,Observation date unverified,vpa-open-space-snapshot
211031451,green_space_per_resident,population_denominator,14940,persons,2025-06-30,abs-erp-2024-25
211031452,population_growth,population_start,5015,persons,2020-06-30,abs-erp-2024-25
211031452,population_growth,population_end,5147,persons,2025-06-30,abs-erp-2024-25
211031452,transport_access,weighted_index_area_sum,7295500.287771566,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031452,transport_access,valid_intersection_area,2855215.328699602,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211031452,transport_access,sa2_area,2855215.328699706,m2,Boundary 2021,abs-sa2-2021
211031452,green_space_per_resident,eligible_open_space_area,97725.55103236095,m2,Observation date unverified,vpa-open-space-snapshot
211031452,green_space_per_resident,population_denominator,5147,persons,2025-06-30,abs-erp-2024-25
211041269,population_growth,population_start,11166,persons,2020-06-30,abs-erp-2024-25
211041269,population_growth,population_end,11256,persons,2025-06-30,abs-erp-2024-25
211041269,transport_access,weighted_index_area_sum,31590786.022963006,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041269,transport_access,valid_intersection_area,4069874.2353081573,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041269,transport_access,sa2_area,4069874.235308179,m2,Boundary 2021,abs-sa2-2021
211041269,green_space_per_resident,eligible_open_space_area,305086.08381638647,m2,Observation date unverified,vpa-open-space-snapshot
211041269,green_space_per_resident,population_denominator,11256,persons,2025-06-30,abs-erp-2024-25
211041270,population_growth,population_start,17338,persons,2020-06-30,abs-erp-2024-25
211041270,population_growth,population_end,17496,persons,2025-06-30,abs-erp-2024-25
211041270,transport_access,weighted_index_area_sum,61167876.26363779,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041270,transport_access,valid_intersection_area,6625853.020283487,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041270,transport_access,sa2_area,6625853.0202834755,m2,Boundary 2021,abs-sa2-2021
211041270,green_space_per_resident,eligible_open_space_area,617655.3016446894,m2,Observation date unverified,vpa-open-space-snapshot
211041270,green_space_per_resident,population_denominator,17496,persons,2025-06-30,abs-erp-2024-25
211041271,population_growth,population_start,12861,persons,2020-06-30,abs-erp-2024-25
211041271,population_growth,population_end,13247,persons,2025-06-30,abs-erp-2024-25
211041271,transport_access,weighted_index_area_sum,55832554.38028673,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041271,transport_access,valid_intersection_area,5077369.686351402,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041271,transport_access,sa2_area,5077369.686351434,m2,Boundary 2021,abs-sa2-2021
211041271,green_space_per_resident,eligible_open_space_area,408969.858445123,m2,Observation date unverified,vpa-open-space-snapshot
211041271,green_space_per_resident,population_denominator,13247,persons,2025-06-30,abs-erp-2024-25
211041272,population_growth,population_start,11337,persons,2020-06-30,abs-erp-2024-25
211041272,population_growth,population_end,11435,persons,2025-06-30,abs-erp-2024-25
211041272,transport_access,weighted_index_area_sum,29087413.923715614,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041272,transport_access,valid_intersection_area,4608632.23705917,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041272,transport_access,sa2_area,4608632.237059253,m2,Boundary 2021,abs-sa2-2021
211041272,green_space_per_resident,eligible_open_space_area,452446.26109215856,m2,Observation date unverified,vpa-open-space-snapshot
211041272,green_space_per_resident,population_denominator,11435,persons,2025-06-30,abs-erp-2024-25
211041273,population_growth,population_start,12303,persons,2020-06-30,abs-erp-2024-25
211041273,population_growth,population_end,12250,persons,2025-06-30,abs-erp-2024-25
211041273,transport_access,weighted_index_area_sum,32946690.91401311,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041273,transport_access,valid_intersection_area,6182917.706101012,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211041273,transport_access,sa2_area,6182917.706101034,m2,Boundary 2021,abs-sa2-2021
211041273,green_space_per_resident,eligible_open_space_area,725028.0828318186,m2,Observation date unverified,vpa-open-space-snapshot
211041273,green_space_per_resident,population_denominator,12250,persons,2025-06-30,abs-erp-2024-25
211051274,population_growth,population_start,10339,persons,2020-06-30,abs-erp-2024-25
211051274,population_growth,population_end,9964,persons,2025-06-30,abs-erp-2024-25
211051274,transport_access,weighted_index_area_sum,36838010.11129025,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051274,transport_access,valid_intersection_area,55635750.23177524,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051274,transport_access,sa2_area,55635750.23177518,m2,Boundary 2021,abs-sa2-2021
211051274,green_space_per_resident,eligible_open_space_area,10256602.235134788,m2,Observation date unverified,vpa-open-space-snapshot
211051274,green_space_per_resident,population_denominator,9964,persons,2025-06-30,abs-erp-2024-25
211051275,population_growth,population_start,11767,persons,2020-06-30,abs-erp-2024-25
211051275,population_growth,population_end,12603,persons,2025-06-30,abs-erp-2024-25
211051275,transport_access,weighted_index_area_sum,22473717.466004588,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051275,transport_access,valid_intersection_area,22196963.38957918,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051275,transport_access,sa2_area,22196963.389579233,m2,Boundary 2021,abs-sa2-2021
211051275,green_space_per_resident,eligible_open_space_area,401013.58829223976,m2,Observation date unverified,vpa-open-space-snapshot
211051275,green_space_per_resident,population_denominator,12603,persons,2025-06-30,abs-erp-2024-25
211051276,population_growth,population_start,14335,persons,2020-06-30,abs-erp-2024-25
211051276,population_growth,population_end,14116,persons,2025-06-30,abs-erp-2024-25
211051276,transport_access,weighted_index_area_sum,18509643.691988494,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051276,transport_access,valid_intersection_area,369229526.8500585,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051276,transport_access,sa2_area,369389871.4112492,m2,Boundary 2021,abs-sa2-2021
211051276,green_space_per_resident,eligible_open_space_area,43047477.02362801,m2,Observation date unverified,vpa-open-space-snapshot
211051276,green_space_per_resident,population_denominator,14116,persons,2025-06-30,abs-erp-2024-25
211051277,population_growth,population_start,9962,persons,2020-06-30,abs-erp-2024-25
211051277,population_growth,population_end,10692,persons,2025-06-30,abs-erp-2024-25
211051277,transport_access,weighted_index_area_sum,19753866.3409064,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051277,transport_access,valid_intersection_area,8240125.443670188,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051277,transport_access,sa2_area,8240125.443670158,m2,Boundary 2021,abs-sa2-2021
211051277,green_space_per_resident,eligible_open_space_area,358456.94741846976,m2,Observation date unverified,vpa-open-space-snapshot
211051277,green_space_per_resident,population_denominator,10692,persons,2025-06-30,abs-erp-2024-25
211051278,population_growth,population_start,19952,persons,2020-06-30,abs-erp-2024-25
211051278,population_growth,population_end,20905,persons,2025-06-30,abs-erp-2024-25
211051278,transport_access,weighted_index_area_sum,45954497.6863739,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051278,transport_access,valid_intersection_area,109348464.777703,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051278,transport_access,sa2_area,109348464.77770314,m2,Boundary 2021,abs-sa2-2021
211051278,green_space_per_resident,eligible_open_space_area,2970453.2019310463,m2,Observation date unverified,vpa-open-space-snapshot
211051278,green_space_per_resident,population_denominator,20905,persons,2025-06-30,abs-erp-2024-25
211051279,population_growth,population_start,5878,persons,2020-06-30,abs-erp-2024-25
211051279,population_growth,population_end,5840,persons,2025-06-30,abs-erp-2024-25
211051279,transport_access,weighted_index_area_sum,9007534.362841334,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051279,transport_access,valid_intersection_area,68531621.48514631,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051279,transport_access,sa2_area,68531621.48514622,m2,Boundary 2021,abs-sa2-2021
211051279,green_space_per_resident,eligible_open_space_area,1442931.4902474822,m2,Observation date unverified,vpa-open-space-snapshot
211051279,green_space_per_resident,population_denominator,5840,persons,2025-06-30,abs-erp-2024-25
211051280,population_growth,population_start,7051,persons,2020-06-30,abs-erp-2024-25
211051280,population_growth,population_end,6904,persons,2025-06-30,abs-erp-2024-25
211051280,transport_access,weighted_index_area_sum,16979765.69320508,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051280,transport_access,valid_intersection_area,10540295.638982393,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051280,transport_access,sa2_area,10540295.638982551,m2,Boundary 2021,abs-sa2-2021
211051280,green_space_per_resident,eligible_open_space_area,843158.8040748741,m2,Observation date unverified,vpa-open-space-snapshot
211051280,green_space_per_resident,population_denominator,6904,persons,2025-06-30,abs-erp-2024-25
211051281,population_growth,population_start,23917,persons,2020-06-30,abs-erp-2024-25
211051281,population_growth,population_end,24395,persons,2025-06-30,abs-erp-2024-25
211051281,transport_access,weighted_index_area_sum,23702384.40262958,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051281,transport_access,valid_intersection_area,12540577.964104986,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051281,transport_access,sa2_area,12540577.964104895,m2,Boundary 2021,abs-sa2-2021
211051281,green_space_per_resident,eligible_open_space_area,939291.8358073699,m2,Observation date unverified,vpa-open-space-snapshot
211051281,green_space_per_resident,population_denominator,24395,persons,2025-06-30,abs-erp-2024-25
211051282,population_growth,population_start,9953,persons,2020-06-30,abs-erp-2024-25
211051282,population_growth,population_end,9587,persons,2025-06-30,abs-erp-2024-25
211051282,transport_access,weighted_index_area_sum,36764442.22226031,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051282,transport_access,valid_intersection_area,81875354.3250464,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051282,transport_access,sa2_area,81875354.32504663,m2,Boundary 2021,abs-sa2-2021
211051282,green_space_per_resident,eligible_open_space_area,8527883.3072755,m2,Observation date unverified,vpa-open-space-snapshot
211051282,green_space_per_resident,population_denominator,9587,persons,2025-06-30,abs-erp-2024-25
211051283,population_growth,population_start,9949,persons,2020-06-30,abs-erp-2024-25
211051283,population_growth,population_end,10043,persons,2025-06-30,abs-erp-2024-25
211051283,transport_access,weighted_index_area_sum,23029301.169373155,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051283,transport_access,valid_intersection_area,16984598.52651228,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051283,transport_access,sa2_area,16984598.526512053,m2,Boundary 2021,abs-sa2-2021
211051283,green_space_per_resident,eligible_open_space_area,1565941.768218568,m2,Observation date unverified,vpa-open-space-snapshot
211051283,green_space_per_resident,population_denominator,10043,persons,2025-06-30,abs-erp-2024-25
211051284,population_growth,population_start,9952,persons,2020-06-30,abs-erp-2024-25
211051284,population_growth,population_end,9867,persons,2025-06-30,abs-erp-2024-25
211051284,transport_access,weighted_index_area_sum,23077474.847404163,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051284,transport_access,valid_intersection_area,8888818.171763336,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051284,transport_access,sa2_area,8888818.171763346,m2,Boundary 2021,abs-sa2-2021
211051284,green_space_per_resident,eligible_open_space_area,233327.13949789622,m2,Observation date unverified,vpa-open-space-snapshot
211051284,green_space_per_resident,population_denominator,9867,persons,2025-06-30,abs-erp-2024-25
211051285,population_growth,population_start,7996,persons,2020-06-30,abs-erp-2024-25
211051285,population_growth,population_end,7996,persons,2025-06-30,abs-erp-2024-25
211051285,transport_access,weighted_index_area_sum,10944336.294558516,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
211051285,transport_access,valid_intersection_area,111716524.19325802,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
